X-axis,Y-axis
962746.7115426254,1959448.315279683
962746.9654718214,1959449.0629502288
962747.2193826555,1959449.810626883
962747.4732750872,1959450.55830966
962747.7271490673,1959451.3059985759
962747.9810045556,1959452.0536936417
962748.234841507,1959452.8013948738
962748.488658606,1959453.5491027152
962748.7424558275,1959454.2968171749
962748.9962340326,1959455.0445379587
962749.2499931988,1959455.7922650746
962749.5037304389,1959456.539999496
962749.757446878,1959457.2877408434
962750.0111402568,1959458.0354898719
962750.2648100437,1959458.7832467651
962750.518453094,1959459.5310125782
962750.7720656994,1959460.2787885552
962751.0256359258,1959461.0265787104
962751.2173308429,1959461.7921867073
962751.4293862366,1959462.5526601532
962751.6608051743,1959463.3075171376
962751.9101848026,1959464.0566813094
962752.1768906558,1959464.7999024806
962752.4607008762,1959465.5368164205
962752.7624146498,1959466.2666415893
962753.0815699777,1959466.9890693156
962753.4197163474,1959467.7028753953
962753.7766027795,1959468.4075696105
962754.1531107265,1959469.1020665234
962754.5509115971,1959469.784687367
962754.9704066684,1959470.454292512
962755.4124758528,1959471.109323935
962755.8781882124,1959471.7478911239
962756.368610619,1959472.367833737
962756.88476886,1959472.9666949383
962757.4275943653,1959473.541701019
962757.9980803052,1959474.0895077663
962758.5969043332,1959474.6064266833
962759.2238040816,1959475.0891584991
962759.8784340724,1959475.5338401755
962760.5598641842,1959475.936569816
962761.266496559,1959476.2935930192
962761.9960286282,1959476.6015321743
962762.7454840181,1959476.8576379006
962763.5113251538,1959477.060029136
962764.2896459007,1959477.2078807538
962765.0764232685,1959477.3015205106
962765.8677901558,1959477.342412233
962766.6602001545,1959477.3313275387
962767.4502949408,1959477.2704486062
962768.2356960127,1959477.1655059531
962769.0143713022,1959477.018670429
962769.7842043092,1959476.8312946106
962770.5450763173,1959476.6104510606
962771.2949551608,1959476.3550408292
962772.0344127268,1959476.0710501848
962772.7634205247,1959475.7613783928
962773.4802092373,1959475.4245785414
962774.1865423132,1959475.0665677113
962774.8824531173,1959474.6888440726
962775.5680517809,1959474.2928282348
962776.243326811,1959473.8795669738
962776.9085654371,1959473.4504406939
962777.5692810068,1959473.014432036
962778.2291481522,1959472.5771510738
962778.8882302782,1959472.1386975965
962779.5465839615,1959471.6991601153
962780.2042598258,1959471.2586174246
