X-axis,Y-axis
206969.44792830854,458919.8073405197
206969.28431680822,458920.79386536835
206969.12070530793,458921.78039021697
206968.9570938076,458922.7669150656
206968.7934823073,458923.7534399142
206968.629870807,458924.7399647629
206968.42482325598,458925.7162936702
206968.1119733092,458926.6660962343
206967.7991233624,458927.6158987984
206967.4862734156,458928.5657013625
206967.1734234688,458929.5155039266
206966.86057352202,458930.4653064907
206966.54772357523,458931.4151090548
206966.19174716025,458932.3457550254
206965.69674168015,458933.2146448773
206965.20173620005,458934.08353472914
206964.70673071995,458934.952424581
206964.21172523985,458935.8213144329
206963.71671975974,458936.69020428474
206963.2217142796,458937.5590941366
206962.7267087995,458938.4279839884
206962.06150066035,458939.16996644787
206961.37001070348,458939.89235252165
206960.67852074665,458940.6147385954
206959.98703078978,458941.33712466917
206959.2955408329,458942.05951074295
206958.60405087608,458942.7818968167
206957.9125609192,458943.50428289047
206957.21547779808,458944.21962649655
206956.35528477232,458944.72959508235
206955.4950917466,458945.2395636681
206954.63489872083,458945.74953225383
206953.7747056951,458946.25950083963
206952.91451266935,458946.7694694254
206952.05431964362,458947.2794380111
206951.19412661786,458947.7894065969
206950.33393359213,458948.29937518266
206949.4422972758,458948.735835856
206948.47939926875,458949.00570142997
206947.51650126168,458949.2755670039
206946.55360325464,458949.54543257784
206945.59070524757,458949.8152981518
206944.6278072405,458950.0851637258
206943.66490923346,458950.3550292997
206942.70201122639,458950.62489487365
206941.73911321934,458950.8947604476
206940.77621521227,458951.1646260215
206939.81316788128,458951.4336156739
206938.81524424502,458951.49802387384
206937.81732060877,458951.5624320737
206936.81939697254,458951.62684027356
206935.82147333628,458951.6912484735
206934.82354970003,458951.75565667334
206933.82562606377,458951.8200648732
206932.82770242752,458951.88447307306
206931.82977879126,458951.948881273
206930.83185515503,458952.01328947284
206929.83393151878,458952.0776976727
206928.8406151426,458952.0257144025
206927.85090503376,458951.8826273645
206926.86119492492,458951.73954032647
206925.87148481607,458951.59645328845
206924.88177470723,458951.4533662505
206923.8920645984,458951.3102792125
206922.90235448952,458951.1671921745
206921.91264438067,458951.02410513646
206920.92293427183,458950.88101809844
206919.9658104198,458950.61183181836
206919.03068754016,458950.25750823744
206918.09556466056,458949.90318465646
206917.16044178096,458949.5488610755
206916.22531890136,458949.1945374945
206915.29019602173,458948.8402139135
206914.35507314213,458948.48589033255
206913.41995026253,458948.1315667516
206912.5459424018,458947.65603194304
206911.7050235895,458947.1148706444
206910.8641047772,458946.5737093458
206910.0231859649,458946.0325480472
206909.1822671526,458945.49138674856
206908.3413483403,458944.95022545
206907.50042952798,458944.40906415135
206906.704032758,458943.81106941664
206905.97728999064,458943.12415970635
206905.25054722326,458942.4372499961
206904.5238044559,458941.7503402858
206903.79706168853,458941.06343057554
206903.07031892115,458940.37652086525
206902.3435761538,458939.68961115496
206901.69347316874,458938.93329517415
206901.0817388412,458938.1422318944
206900.47000451366,458937.3511686147
206899.85827018612,458936.560105335
206899.24653585858,458935.7690420553
206898.63480153104,458934.97797877557
206898.07434290406,458934.1522229443
206897.56757694186,458933.2901392711
206897.06081097966,458932.42805559793
206896.5540450175,458931.56597192475
206896.0472790553,458930.70388825156
206895.5405130931,458929.8418045784
206895.12524548845,458928.9321225549
206894.7102482504,458928.02229988406
206894.2952510123,458927.1124772132
206893.88025377426,458926.20265454234
206893.4995503346,458925.2789573754
206893.1651653321,458924.33652081515
206892.83078032956,458923.3940842549
206892.50196660834,458922.4499314917
206892.248087372,458921.48269556736
206892.01486896284,458920.5109093575
206891.83892506268,458919.52650916245
206891.66411638487,458918.54190706933
206891.48985790025,458917.5572071249
206891.31559941563,458916.5725071805
206891.14188750077,458915.58771068056
206890.96821874645,458914.602906556
206890.79454999213,458913.6181024314
206890.6209822757,458912.63328050484
206890.44761385338,458911.6484234644
206890.27424543106,458910.6635664239
206890.10087700875,458909.6787093834
206889.9275475062,458908.69384549547
206889.75436101144,458907.7089564469
206889.5811745167,458906.7240673983
206889.40798802197,458905.73917834973
206889.23480152723,458904.7542893011
206889.06172124782,458903.769381582
206888.88865671447,458902.7844710951
206888.71559218114,458901.7995606081
206888.54252764778,458900.81465012114
206888.36951718642,458899.8297301354
206888.19654002614,458898.8448042996
206888.02356286586,458897.8598784638
206887.85058570554,458896.874952628
206887.67765897268,458895.89001793764
206887.50474735413,458894.90508059337
206887.3318357356,458893.92014324904
206887.15895619727,458892.93520027376
206886.98609517538,458891.9502540482
206886.81325373994,458890.96530438564
